,Tweet ID,User,Tweet,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago,Date
322,1007392488670351360,Fox News,North Korea's state media depict Kim as hero and star of the Singapore summit with @POTUS. https://t.co/VqCJLjY7Nu,0.5574,0.184,0.816,0.0,23,Thu Jun 14 22:41:00 +0000 2018
323,1007391232157536256,Fox News,Arkansas highway drenched in Fireball whiskey after fiery semi,-0.6249,0.0,0.638,0.362,24,Thu Jun 14 22:36:00 +0000 2018
324,1007389583145873420,Fox News,Rep. @TGowdySC: ,-0.6126,0.0,0.792,0.208,25,Thu Jun 14 22:29:27 +0000 2018
325,1007389240009904129,Fox News,Troops to teachers brings service from the battlefield to the classroom. https://t.co/8G6hSPb9VN,-0.3818,0.0,0.809,0.191,26,Thu Jun 14 22:28:05 +0000 2018
326,1007387784804491264,Fox News,"Seven highlights from bombshell IG report.
https://t.co/PasbyXR84v",0.0,0.0,1.0,0.0,27,Thu Jun 14 22:22:18 +0000 2018
327,1007387496886530048,Fox News,Rep. @TGowdySC: ,-0.0191,0.0,0.946,0.054,28,Thu Jun 14 22:21:10 +0000 2018
328,1007386093686284290,Fox News,House Majority Whip @SteveScalise has left the Capitol for tonight's Congressional Baseball Game. Scalise was wound,0.0,0.0,1.0,0.0,29,Thu Jun 14 22:15:35 +0000 2018
329,1007385004543012864,Fox News,.@RepGoodlatte: ,0.4019,0.144,0.856,0.0,30,Thu Jun 14 22:11:16 +0000 2018
330,1007384517089415176,Fox News,Rep. @TGowdySC on the DOJ IG report: ,0.0,0.0,1.0,0.0,31,Thu Jun 14 22:09:19 +0000 2018
331,1007382172984938498,Fox News,TUNE IN: Reps. Trey Gowdy and Bob Goodlatte speak to @BretBaier. Watch @SpecialReport now on Fox News Channel!,0.0,0.0,1.0,0.0,32,Thu Jun 14 22:00:00 +0000 2018
332,1007381238787792898,Fox News,FBI Director Christopher Wray on IG report: ,-0.2023,0.0,0.913,0.087,33,Thu Jun 14 21:56:18 +0000 2018
333,1007380523415678978,Fox News,FBI Director Christopher Wray on leaking: ,-0.2023,0.113,0.739,0.148,34,Thu Jun 14 21:53:27 +0000 2018
334,1007379449522814976,Fox News,FBI Director Christopher Wray on IG report: ,0.3182,0.113,0.887,0.0,35,Thu Jun 14 21:49:11 +0000 2018
335,1007379149256888321,Fox News,FBI Director Christopher Wray on the FBI: ,-0.8225,0.0,0.703,0.297,36,Thu Jun 14 21:48:00 +0000 2018
336,1007377732555214848,Fox News,FBI Director Christopher Wray: ,-0.7845,0.0,0.669,0.331,37,Thu Jun 14 21:42:22 +0000 2018
337,1007377642818064384,Fox News,FBI Director Christopher Wray: ,0.0,0.0,1.0,0.0,38,Thu Jun 14 21:42:00 +0000 2018
338,1007377167171358720,Fox News,FBI Director Christopher Wray: ,-0.1027,0.0,0.924,0.076,39,Thu Jun 14 21:40:07 +0000 2018
339,1007376653306269696,Fox News,FBI Director Christopher Wray: ,0.3818,0.133,0.867,0.0,40,Thu Jun 14 21:38:04 +0000 2018
340,1007376323084537861,Fox News,FBI Director Christopher Wray on IG report: ,0.1548,0.11,0.805,0.084,41,Thu Jun 14 21:36:46 +0000 2018
341,1007375622585319425,Fox News,FBI Director Christopher Wray: ,0.5719,0.266,0.734,0.0,42,Thu Jun 14 21:33:59 +0000 2018
342,1007375463923232773,Fox News,TONIGHT: Reps. Trey Gowdy and Bob Goodlatte speak to @BretBaier. Tune in to @SpecialReport on Fox News Channel at 6,0.0,0.0,1.0,0.0,43,Thu Jun 14 21:33:21 +0000 2018
343,1007375233769263104,Fox News,FBI Director Christopher Wray holds a news conference on the Department of Justice Inspector General report.,0.5267,0.185,0.815,0.0,44,Thu Jun 14 21:32:26 +0000 2018
344,1007375183294935040,Fox News,.@AlanDersh on IG report: DOJ watchdog should have been much tougher on Comey https://t.co/Vld8KwEjmx,0.1779,0.116,0.884,0.0,45,Thu Jun 14 21:32:14 +0000 2018
345,1007374356501188608,Fox News,CA Attorney: California Is 'Like a Drunk,0.0258,0.14,0.726,0.134,46,Thu Jun 14 21:28:57 +0000 2018
346,1007373053960032256,Fox News,.@kimguilfoyle on IG report: ,0.0,0.0,1.0,0.0,47,Thu Jun 14 21:23:46 +0000 2018
347,1007371493536387072,Fox News,.@kimguilfoyle on IG report: ,0.0,0.0,1.0,0.0,48,Thu Jun 14 21:17:34 +0000 2018
348,1007370881545527296,Fox News,.@BretBaier on @JusticeOIG report: ,-0.5267,0.0,0.841,0.159,49,Thu Jun 14 21:15:08 +0000 2018
349,1007369933485993989,Fox News,IG report: DOJ official sought Clinton campaign job for son,0.34,0.13,0.87,0.0,50,Thu Jun 14 21:11:22 +0000 2018
350,1007368921287135233,Fox News,.@nikkihaley and other ambassadors on the @UN Security Council posed for a photo op Thursday,0.34,0.124,0.876,0.0,51,Thu Jun 14 21:07:21 +0000 2018
351,1007368403554795520,Fox News,BEAR'S BEST FRIEND: Most folks might run away in fear after coming face,0.516,0.221,0.693,0.086,52,Thu Jun 14 21:05:18 +0000 2018
352,1007366875066585088,Fox News,.@RepValDemings: ,0.0,0.0,1.0,0.0,53,Thu Jun 14 20:59:13 +0000 2018
353,1007364161729388545,Fox News,.@SenFeinstein: ,0.0,0.156,0.688,0.156,54,Thu Jun 14 20:48:26 +0000 2018
354,1007363006399959040,Fox News,Earlier,0.0,0.0,1.0,0.0,55,Thu Jun 14 20:43:51 +0000 2018
355,1007360748610256897,Fox News,'Don't You Have Any Empathy?!': Playboy Reporter Goes After Sanders on Migrant Kids Being Separated From Parents. https://t.co/K7giEvC3OR,0.0,0.0,1.0,0.0,56,Thu Jun 14 20:34:52 +0000 2018
356,1007359762873405441,Fox News,IG refers five FBI employees for investigation,0.0,0.0,1.0,0.0,57,Thu Jun 14 20:30:57 +0000 2018
357,1007359373444833280,Fox News,Democrats @SenSchumer ,0.0,0.0,1.0,0.0,58,Thu Jun 14 20:29:25 +0000 2018
358,1007358042030198785,Fox News,Former DOJ official Tom Dupree on the Russia investigation: ,0.0,0.0,1.0,0.0,59,Thu Jun 14 20:24:07 +0000 2018
359,1007356274273603584,Fox News,.@RepMarkMeadows: ,-0.1761,0.0,0.918,0.082,60,Thu Jun 14 20:17:06 +0000 2018
360,1007355583199051777,Fox News,"'Angered and deeply disappointed'

Lawmakers from both parties slam the FBI and @Comey after the release of the DOJ",-0.7645,0.096,0.572,0.332,61,Thu Jun 14 20:14:21 +0000 2018
361,1007354517774532608,Fox News,.@RepMarkMeadows on the DOJ IG report: ,0.0,0.0,1.0,0.0,62,Thu Jun 14 20:10:07 +0000 2018
362,1007353657464098816,Fox News,.@Comey used personal email to conduct FBI business,0.0,0.0,1.0,0.0,63,Thu Jun 14 20:06:42 +0000 2018
363,1007350098517463040,Fox News,John Bussey on IG report: ,-0.4019,0.0,0.891,0.109,64,Thu Jun 14 19:52:33 +0000 2018
364,1007348854843432961,Fox News,.@PressSec on report that she's leaving: ,0.802,0.255,0.745,0.0,65,Thu Jun 14 19:47:37 +0000 2018
365,1007347732296683526,Fox News,Watchdog report revelation: DOJ inspector general refers five FBI employees for investigation over 'hostile' politi,0.0,0.0,1.0,0.0,66,Thu Jun 14 19:43:09 +0000 2018
366,1007347292335169536,Fox News,.@PressSec on immigration bills: ,0.128,0.081,0.919,0.0,67,Thu Jun 14 19:41:24 +0000 2018
367,1007346175018708993,Fox News,.@PressSec on immigration: ,-0.4767,0.068,0.769,0.163,68,Thu Jun 14 19:36:58 +0000 2018
368,1007344518369284096,Fox News,.@PressSec on Kim Jong Un,0.5423,0.156,0.844,0.0,69,Thu Jun 14 19:30:23 +0000 2018
369,1007344151250309121,Fox News,.@PressSec on NY AG suing Trump Foundation: ,-0.4939,0.0,0.833,0.167,70,Thu Jun 14 19:28:55 +0000 2018
370,1007343280684748800,Fox News,.@PressSec: ,-0.3612,0.0,0.872,0.128,71,Thu Jun 14 19:25:28 +0000 2018
371,1007342291810385920,Fox News,.@PressSec on Congressional baseball game: ,-0.0772,0.104,0.779,0.117,72,Thu Jun 14 19:21:32 +0000 2018
372,1007341719510290432,Fox News,.@PressSec on @larry_kudlow: ,0.4404,0.132,0.868,0.0,73,Thu Jun 14 19:19:16 +0000 2018
373,1007341041572302849,Fox News,.@PressSec Sarah Sanders holds a @WhiteHouse briefing https://t.co/rqawaFbgjM,0.0,0.0,1.0,0.0,74,Thu Jun 14 19:16:34 +0000 2018
374,1007339665580593154,Fox News,.@SteveScalise on Shooting One Year Later: 'My Arms Gave Out,0.3182,0.133,0.867,0.0,75,Thu Jun 14 19:11:06 +0000 2018
375,1007338210878480384,Fox News,.@RepRatcliffe on @JusticeOIG report: ,0.0,0.0,1.0,0.0,76,Thu Jun 14 19:05:19 +0000 2018
376,1007338090627821568,Fox News,Moments after the IG report about the Clinton email probe was released,0.0,0.0,1.0,0.0,77,Thu Jun 14 19:04:50 +0000 2018
377,1007336776938278912,Fox News,.@RepRatcliffe: ,0.0,0.0,1.0,0.0,78,Thu Jun 14 18:59:37 +0000 2018
378,1007334344803999746,Fox News,.@RepRatcliffe: ,-0.4767,0.0,0.871,0.129,79,Thu Jun 14 18:49:57 +0000 2018
379,1007333271015915522,Fox News,Catherine Herridge reports on importance of Weiner,0.3612,0.161,0.839,0.0,80,Thu Jun 14 18:45:41 +0000 2018
380,1007332747491373056,Fox News,Former FBI Director James @Comey responded to the @JusticeOIG report that blasted him as ,0.0,0.0,1.0,0.0,81,Thu Jun 14 18:43:36 +0000 2018
381,1007330121181736960,Fox News,Driscoll: ,-0.4939,0.0,0.729,0.271,82,Thu Jun 14 18:33:10 +0000 2018
382,1007326926376177664,Fox News,BREAKING NEWS: Justice Dept. inspector general releases report on FBI's handling of Hillary Clinton email case,0.5267,0.167,0.833,0.0,83,Thu Jun 14 18:20:29 +0000 2018
383,1007326909208948741,Fox News,BREAKING NEWS: Justice Dept. inspector general releases report on FBI's handling of Hillary Clinton email case,0.5267,0.167,0.833,0.0,84,Thu Jun 14 18:20:25 +0000 2018
384,1007324371340455936,Fox News,Breaking News: Justice Dept. IG report released on FBI's handling of Clinton email case,0.5267,0.167,0.833,0.0,85,Thu Jun 14 18:10:19 +0000 2018
385,1007321474150039554,Fox News,Oklahoma fishermen catch 'behemoth' alligator snapping turtle https://t.co/54dtL7NV7I,0.0,0.0,1.0,0.0,86,Thu Jun 14 17:58:49 +0000 2018
386,1007319198329114625,Fox News,Moments ago,0.5719,0.316,0.684,0.0,87,Thu Jun 14 17:49:46 +0000 2018
387,1007318592218681344,Fox News,Rudy Giuliani on expected DOJ IG report. https://t.co/sXnUsBr8aU,0.0,0.0,1.0,0.0,88,Thu Jun 14 17:47:22 +0000 2018
388,1007316087803965440,Fox News,.@GOPLeader: ,0.0,0.0,1.0,0.0,89,Thu Jun 14 17:37:25 +0000 2018
389,1007313424601243648,Fox News,.@SenJohnKennedy: ,0.0772,0.157,0.843,0.0,90,Thu Jun 14 17:26:50 +0000 2018
390,1007309904254849024,Fox News,President @realDonaldTrump says he will not settle a lawsuit announced by NY AG. https://t.co/0HHCuDpRNh,0.1695,0.122,0.878,0.0,91,Thu Jun 14 17:12:50 +0000 2018
391,1007307517398044672,Fox News,News Alert: Rosenstein at the @WhiteHouse as we await the release of DOJ IG report. https://t.co/7dUfnaHnJe,0.3818,0.205,0.795,0.0,92,Thu Jun 14 17:03:21 +0000 2018
392,1007306443572371461,Fox News,FBI agent Strzok texted 'we'll stop' Trump from becoming president,-0.296,0.0,0.855,0.145,93,Thu Jun 14 16:59:05 +0000 2018
393,1007305496808906752,Fox News,Moments ago,0.5719,0.27,0.73,0.0,94,Thu Jun 14 16:55:19 +0000 2018
394,1007303764158701569,Fox News,Trump blasts Russia allegations as 'pile of garbage' ,0.0,0.0,1.0,0.0,95,Thu Jun 14 16:48:26 +0000 2018
395,1007303099126513665,Fox News,New York AG files lawsuit against Trump Foundation for alleged 'illegal conduct,-0.6705,0.0,0.744,0.256,96,Thu Jun 14 16:45:48 +0000 2018
396,1007302300103213057,Fox News,Las Vegas footage shows chaos among officers,-0.5719,0.0,0.748,0.252,97,Thu Jun 14 16:42:37 +0000 2018
397,1007300746042363904,Fox News,.@JulieBanderas: ,-0.4298,0.0,0.841,0.159,98,Thu Jun 14 16:36:27 +0000 2018
398,1007297722544685057,Fox News,.@LizMacDonaldFOX: ,0.3818,0.14,0.86,0.0,99,Thu Jun 14 16:24:26 +0000 2018
399,1007295491342782466,Fox News,.@LisaMarieBoothe: ,0.0516,0.226,0.565,0.21,100,Thu Jun 14 16:15:34 +0000 2018
400,1007420448584421376,The New York Times,In Opinion,0.5566,0.175,0.759,0.066,1,Fri Jun 15 00:32:06 +0000 2018
401,1007416665615818752,The New York Times,RT @jwpetersNYT: GOP lawmakers in several states,-0.1027,0.0,0.931,0.069,2,Fri Jun 15 00:17:04 +0000 2018
402,1007412882076823552,The New York Times,The Supreme Court struck down a Minnesota law that prohibits voters from wearing T,0.3818,0.167,0.741,0.093,3,Fri Jun 15 00:02:02 +0000 2018
403,1007409116829110273,The New York Times,An Oakland jogger,-0.6486,0.0,0.762,0.238,4,Thu Jun 14 23:47:04 +0000 2018
404,1007405324540792834,The New York Times,Here's the 2018 election calendar https://t.co/3sjhX76teP,0.0,0.0,1.0,0.0,5,Thu Jun 14 23:32:00 +0000 2018
405,1007401575969624066,The New York Times,RT @nytopinion: If you want to help sway the Trump administration to do the right thing for families coming across the border,0.4588,0.148,0.852,0.0,6,Thu Jun 14 23:17:06 +0000 2018
406,1007397802220105728,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/uIEwWKsrso,0.0,0.0,1.0,0.0,7,Thu Jun 14 23:02:07 +0000 2018
407,1007394013375291394,The New York Times,RT @ksacknyt: I spent a few weeks investigating the business record of the GOP frontrunner for governor in Georgia,0.0,0.0,1.0,0.0,8,Thu Jun 14 22:47:03 +0000 2018
408,1007390230159265792,The New York Times,"U.S. Open 2018 live: leaderboard and first round updates
https://t.co/wnjdfwhyFx",0.0,0.0,1.0,0.0,9,Thu Jun 14 22:32:01 +0000 2018
409,1007386467897937932,The New York Times,She received an anonymous letter asking her to use a dryer or hang her laundry indoors. It backfired spectacularly. https://t.co/juc3x9V6nY,0.0,0.0,1.0,0.0,10,Thu Jun 14 22:17:04 +0000 2018
410,1007382685503971328,The New York Times,RT @NYTimesAtWar: Helmets that were the wrong size and vehicles that partner nations do not have the parts to maintain are just some of the,-0.4767,0.0,0.886,0.114,11,Thu Jun 14 22:02:03 +0000 2018
411,1007378917014036480,The New York Times,This week's primaries showed just how much the Republican Party has become the party of Trump and that its politici,0.6597,0.221,0.779,0.0,12,Thu Jun 14 21:47:04 +0000 2018
412,1007375127812759554,The New York Times,A big question hangs over HBO. How will the creative talent behind ,0.6908,0.231,0.769,0.0,13,Thu Jun 14 21:32:01 +0000 2018
413,1007371359255744519,The New York Times,RT @lauriegnyt: Focus on the family? Conservative religious leaders who have long preached about the sanctity of the family are speaking ou,0.0,0.0,1.0,0.0,14,Thu Jun 14 21:17:02 +0000 2018
414,1007367140658249729,The New York Times,Dads are now at the center of the style universe https://t.co/XHkvTEQsNp,0.0,0.0,1.0,0.0,15,Thu Jun 14 21:00:16 +0000 2018
415,1007363311288115201,The New York Times,Wrap,0.0,0.0,1.0,0.0,16,Thu Jun 14 20:45:03 +0000 2018
416,1007359784641843200,The New York Times,Vladimir Putin saw the World Cup as a chance to showcase his country. Not everyone likes what they see. https://t.co/kbcNCtI4Fy,0.5859,0.22,0.78,0.0,17,Thu Jun 14 20:31:03 +0000 2018
417,1007357037557239808,The New York Times,Happy Flag Day! But are you flying it wrong? Can a flag touch the ground? Your questions,0.3076,0.186,0.682,0.132,18,Thu Jun 14 20:20:08 +0000 2018
418,1007353247638618112,The New York Times,Recipes in 19th,0.3612,0.135,0.865,0.0,19,Thu Jun 14 20:05:04 +0000 2018
419,1007350741848199169,The New York Times,RT @nytimesbusiness: We reported last year that states were suspending the licenses of people who had defaulted on their student loans ,0.0,0.0,1.0,0.0,20,Thu Jun 14 19:55:07 +0000 2018
420,1007348234178711553,The New York Times,The notes Albert Einstein wrote while traveling through Asia and the Middle East reveal xenophobic views of the peo,0.0,0.0,1.0,0.0,21,Thu Jun 14 19:45:09 +0000 2018
421,1007344464162115585,The New York Times,RT @MichaelPaulson: ,-0.296,0.049,0.854,0.098,22,Thu Jun 14 19:30:10 +0000 2018
422,1007341931112824835,The New York Times,Leaders of many faiths have spoken out consistently against Trump's immigration policies. What has changed is that,0.4215,0.141,0.859,0.0,23,Thu Jun 14 19:20:06 +0000 2018
423,1007338149482201088,The New York Times,36 Hours in Seville: Take a tapas tour,0.4404,0.146,0.854,0.0,24,Thu Jun 14 19:05:04 +0000 2018
424,1007335628198080513,The New York Times,RT @ginakolata: Mediterranean diet study is retracted and re,-0.3089,0.0,0.861,0.139,25,Thu Jun 14 18:55:03 +0000 2018
425,1007333128845881347,The New York Times,Ivana Trump returns to the spotlight ,0.6369,0.224,0.776,0.0,26,Thu Jun 14 18:45:07 +0000 2018
426,1007330607913979904,The New York Times,RT @nytimesworld: Mexico and the U.S. are deeply intertwined through migration,0.6369,0.234,0.766,0.0,27,Thu Jun 14 18:35:06 +0000 2018
427,1007328091541303296,The New York Times,How do I repair my relationship to food in the shadow of a mom who will never change the way she understands weigh,0.0,0.0,1.0,0.0,28,Thu Jun 14 18:25:06 +0000 2018
428,1007327748816285696,The New York Times,In Opinion,0.5566,0.175,0.759,0.066,29,Thu Jun 14 18:23:45 +0000 2018
429,1007325566670917637,The New York Times,RT @nytimesarts: ,0.0,0.0,1.0,0.0,30,Thu Jun 14 18:15:04 +0000 2018
430,1007323055138508800,The New York Times,Why has President Trump,0.5106,0.193,0.807,0.0,31,Thu Jun 14 18:05:06 +0000 2018
431,1007320540925906948,The New York Times,RT @nytimesbusiness: ,-0.3818,0.0,0.841,0.159,32,Thu Jun 14 17:55:06 +0000 2018
432,1007318014646251521,The New York Times,Fed chiefs normally use the royal ,0.0,0.0,1.0,0.0,33,Thu Jun 14 17:45:04 +0000 2018
433,1007315488375037952,The New York Times,RT @nytimesbusiness: A ,-0.7906,0.0,0.75,0.25,34,Thu Jun 14 17:35:02 +0000 2018
434,1007312985130487808,The New York Times,When one person,0.1027,0.206,0.645,0.149,35,Thu Jun 14 17:25:05 +0000 2018
435,1007310759100059648,The New York Times,RT @NYTMetro: New York's attorney general calls the Trump Foundation ,0.0,0.0,1.0,0.0,36,Thu Jun 14 17:16:14 +0000 2018
436,1007309017918640128,The New York Times,The World Cup opened with a speech by Vladimir Putin and a 5,0.0,0.0,1.0,0.0,37,Thu Jun 14 17:09:19 +0000 2018
437,1007307939525341185,The New York Times,The converted Walmart has become the largest licensed migrant children,0.0,0.0,1.0,0.0,38,Thu Jun 14 17:05:02 +0000 2018
438,1007304803184234496,The New York Times,Breaking News: James Comey was insubordinate in the Clinton email investigation,0.6808,0.223,0.777,0.0,39,Thu Jun 14 16:52:34 +0000 2018
439,1007302918259773440,The New York Times,To many immigration judges,0.3182,0.108,0.892,0.0,40,Thu Jun 14 16:45:05 +0000 2018
440,1007300402197475328,The New York Times,RT @nytimesbusiness: Federal Reserve chiefs are known for saying little,0.0,0.0,1.0,0.0,41,Thu Jun 14 16:35:05 +0000 2018
441,1007296651260825602,The New York Times,Women can wear pants at the Oscars,0.0,0.0,1.0,0.0,42,Thu Jun 14 16:20:10 +0000 2018
442,1007292860423647233,The New York Times,This weekend,-0.296,0.0,0.909,0.091,43,Thu Jun 14 16:05:07 +0000 2018
443,1007290328838299650,The New York Times,RT @nytvideo: There are roughly 2,-0.4404,0.0,0.879,0.121,44,Thu Jun 14 15:55:03 +0000 2018
444,1007287813300203520,The New York Times,Antarctica is now melting so fast,0.0,0.0,1.0,0.0,45,Thu Jun 14 15:45:03 +0000 2018
445,1007287762431676417,The New York Times,Follow the @NYTSports journalists covering the World Cup: https://t.co/2i5aV2Mbt5,0.0,0.0,1.0,0.0,46,Thu Jun 14 15:44:51 +0000 2018
446,1007287252437946369,The New York Times,Get all the latest #WorldCup updates from journalists on the ground.,0.0,0.0,1.0,0.0,47,Thu Jun 14 15:42:50 +0000 2018
447,1007284065685458946,The New York Times,Benjamin Carter Hett presents Hitler's rise as an element of the collapse of a republic confronting dilemmas of glo,-0.5859,0.0,0.78,0.22,48,Thu Jun 14 15:30:10 +0000 2018
448,1007280282712657920,The New York Times,A government earthquake study included a list of potentially vulnerable high,-0.2263,0.0,0.888,0.112,49,Thu Jun 14 15:15:08 +0000 2018
449,1007278254544310272,The New York Times,RT @amyfiscus: The nation's immigration judges are increasingly worried that Jeff Sessions is keeping them from delivering justice https://,0.296,0.15,0.752,0.097,50,Thu Jun 14 15:07:04 +0000 2018
450,1007275385774624768,The New York Times,Breaking News: New York is suing the Trump foundation,-0.4215,0.0,0.833,0.167,51,Thu Jun 14 14:55:40 +0000 2018
451,1007274895582089217,The New York Times,Here's your guide to all 32 teams playing in the 2018 World Cup,0.6808,0.228,0.772,0.0,52,Thu Jun 14 14:53:44 +0000 2018
452,1007274685506183170,The New York Times,It,0.0,0.0,1.0,0.0,53,Thu Jun 14 14:52:53 +0000 2018
453,1007268949258592256,The New York Times,In 2015,0.0,0.0,1.0,0.0,54,Thu Jun 14 14:30:06 +0000 2018
454,1007266167537524736,The New York Times,Mike Pompeo insisted that United Nations sanctions would remain in place until North Korea had accomplished ,0.6908,0.263,0.737,0.0,55,Thu Jun 14 14:19:03 +0000 2018
455,1007264169371078656,The New York Times,It is the most beneficial international situation for Russia right now since 2013,0.4927,0.138,0.862,0.0,56,Thu Jun 14 14:11:06 +0000 2018
456,1007261411326783488,The New York Times,RT @monicadavey1: 12 minutes to O'hare?! Chicago's Mayor Rahm Emanuel says Elon Musk will change the endless,-0.5411,0.0,0.857,0.143,57,Thu Jun 14 14:00:09 +0000 2018
457,1007257873230057472,The New York Times,In school districts that are mostly rich,0.5574,0.153,0.847,0.0,58,Thu Jun 14 13:46:05 +0000 2018
458,1007254334164361216,The New York Times,Michael Cohen will soon be parting from the lawyers who are representing him in a potentially damaging and wide,-0.5106,0.0,0.845,0.155,59,Thu Jun 14 13:32:01 +0000 2018
459,1007250311281545216,The New York Times,A 19,-0.8689,0.0,0.62,0.38,60,Thu Jun 14 13:16:02 +0000 2018
460,1007246317633011712,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/d1IaaDlhiJ https://t.co/25k6a60333,0.0,0.0,1.0,0.0,61,Thu Jun 14 13:00:10 +0000 2018
461,1007242772166905856,The New York Times,President Trump portrayed his agreement with Kim Jong,0.4939,0.151,0.849,0.0,62,Thu Jun 14 12:46:05 +0000 2018
462,1007239231675293697,The New York Times,A lawyer said a gatekeeper for Marvel Comics legend Stan Lee is ,0.4215,0.141,0.859,0.0,63,Thu Jun 14 12:32:01 +0000 2018
463,1007234977644335104,The New York Times,It's never a good look when Pakistan,-0.7849,0.0,0.711,0.289,64,Thu Jun 14 12:15:06 +0000 2018
464,1007231210735718400,The New York Times,"Your daily @DealBook Briefing:

",-0.0516,0.15,0.691,0.159,65,Thu Jun 14 12:00:08 +0000 2018
465,1007227442296164352,The New York Times,Stephen Colbert welcomed an odd couple on Wednesday: Michael Avenatti,0.0258,0.116,0.773,0.111,66,Thu Jun 14 11:45:10 +0000 2018
466,1007223381123649536,The New York Times,We learned of how whole families died huddled together in corridors,-0.5574,0.0,0.841,0.159,67,Thu Jun 14 11:29:02 +0000 2018
467,1007221379702362112,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/Dlbt6tUhqH https://t.co/xH8Bky2PMX,0.0,0.0,1.0,0.0,68,Thu Jun 14 11:21:04 +0000 2018
468,1007216136637861890,The New York Times,Stephen Bannon is betting that Bitcoin and other cryptocurrencies can disrupt banking the way President Trump disru,0.0,0.0,1.0,0.0,69,Thu Jun 14 11:00:14 +0000 2018
469,1007212337672179712,The New York Times,We were all kind of worried he might be too tired to do so but thankfully the little guy kept going,0.3445,0.154,0.709,0.138,70,Thu Jun 14 10:45:09 +0000 2018
470,1007208790780010496,The New York Times,We have been basing our policy on the basis that the U.S. is a credible partner,0.0,0.0,1.0,0.0,71,Thu Jun 14 10:31:03 +0000 2018
471,1007205008939642880,The New York Times,RT @nytimesworld: ,0.3612,0.102,0.898,0.0,72,Thu Jun 14 10:16:01 +0000 2018
472,1007201338411880448,The New York Times,RT @emmagf: The Taxi of Tomorrow was supposed to become the standard cab in New York City. Now the city has abandoned that idea: https://t.,-0.4588,0.0,0.889,0.111,73,Thu Jun 14 10:01:26 +0000 2018
473,1007196960162500608,The New York Times,This may not be a World Cup that changes how the world sees Russia. But it could be a World Cup that changes how R,0.0,0.0,1.0,0.0,74,Thu Jun 14 09:44:02 +0000 2018
474,1007193469918547969,The New York Times,RT @cmontefiore: Macquarie Street in #Hobart ,-0.2263,0.0,0.924,0.076,75,Thu Jun 14 09:30:10 +0000 2018
475,1007189693685993477,The New York Times,ICE came for a Tennessee town,-0.3182,0.0,0.827,0.173,76,Thu Jun 14 09:15:10 +0000 2018
476,1007185900894412800,The New York Times,A UN resolution deplored ,0.3818,0.148,0.852,0.0,77,Thu Jun 14 09:00:06 +0000 2018
477,1007182146094731264,The New York Times,RT @nytimesworld: ,0.0,0.0,1.0,0.0,78,Thu Jun 14 08:45:10 +0000 2018
478,1007178356809519104,The New York Times,You will see not only a cool view of the pitch,0.6777,0.198,0.744,0.058,79,Thu Jun 14 08:30:07 +0000 2018
479,1007174829450190848,The New York Times,Switching jobs? Getting away for a while could help you get ready for the next one. https://t.co/YUMBdZvCX8,0.6369,0.271,0.729,0.0,80,Thu Jun 14 08:16:06 +0000 2018
480,1007169533520547840,The New York Times,For nearly 60 years,0.0,0.0,1.0,0.0,81,Thu Jun 14 07:55:03 +0000 2018
481,1007163746693865472,The New York Times,She received an anonymous letter asking her to use a dryer or hang her laundry indoors. It backfired spectacularly. https://t.co/gLsscg7Hhm,0.0,0.0,1.0,0.0,82,Thu Jun 14 07:32:04 +0000 2018
482,1007159970868158464,The New York Times,RT @nytimesworld: Why won't Trump talk to Iranians the way he talked with Kim? Because we don't have nuclear weapons,0.3412,0.099,0.901,0.0,83,Thu Jun 14 07:17:03 +0000 2018
483,1007156197940776965,The New York Times,Scientists are studying the sounds of this remote population of narwhals in east Greenland to understand how meltin,0.0,0.0,1.0,0.0,84,Thu Jun 14 07:02:04 +0000 2018
484,1007151093485391872,The New York Times,A Year on,-0.7906,0.0,0.533,0.467,85,Thu Jun 14 06:41:47 +0000 2018
485,1007148735498014720,The New York Times,Next in Irish Voters,0.0,0.0,1.0,0.0,86,Thu Jun 14 06:32:25 +0000 2018
486,1007146479440539651,The New York Times,Human cells resist gene editing by turning on defenses against cancer,-0.5719,0.081,0.711,0.209,87,Thu Jun 14 06:23:27 +0000 2018
487,1007142286105415681,The New York Times,One of the oldest and mightiest trees in Africa collapsed in 2016. It wasn't an isolated event: Across Africa,-0.0356,0.085,0.824,0.091,88,Thu Jun 14 06:06:47 +0000 2018
488,1007138041788616705,The New York Times,Banksy submitted an artwork anonymously to one of Britain's leading art shows ,-0.5106,0.0,0.82,0.18,89,Thu Jun 14 05:49:55 +0000 2018
489,1007133783986982913,The New York Times,RT @nytimesworld: Mike Pompeo said he expected ,0.2023,0.087,0.913,0.0,90,Thu Jun 14 05:33:00 +0000 2018
490,1007128259061043201,The New York Times,The disgraced organizer of the Fyre Festival is accused of running a ticket,-0.6908,0.114,0.569,0.317,91,Thu Jun 14 05:11:03 +0000 2018
491,1007120720210558977,The New York Times,RT @nytimesbusiness: Goldman Sachs will jump into the social impact investing world,0.0,0.0,1.0,0.0,92,Thu Jun 14 04:41:05 +0000 2018
